date,name,match_points,match_percentage
2025-06-11,"""Titizana, Zanemvula 2""",43.0483,37.43%
2025-06-11,"""Name""",Stage Pts,Stage %
2025-06-11,"""Chamont, Brad""",115.0000,100.00%
2025-06-11,"""Naidoo, Saven""",111.7117,97.14%
2025-06-11,"""Naidoo, Saven 2""",107.6590,93.62%
2025-06-11,"""Dias-Chamont, Talia""",78.8568,68.57%
2025-06-11,"""Martins, Jorge""",59.4356,51.68%
2025-06-11,"""Veysel, Karan""",52.9545,46.05%
2025-06-11,"""Name""",Stage Pts,Stage %
2025-06-11,"""De Gouveia, Roberto 2""",115.0000,100.00%
2025-06-11,"""De Gouveia, Roberto""",112.7213,98.02%
2025-06-11,"""De Gouveia, Roberto 4""",112.2263,97.59%
2025-06-11,"""De Gouveia, Roberto 3""",109.6904,95.38%
2025-06-11,"""Moolman, Adrian 2""",109.1379,94.90%
2025-06-11,"""Moolman, Adrian""",106.4254,92.54%
2025-06-11,"""Plein, Noah""",103.3170,89.84%
2025-06-11,"""Gillespie, Josh 2""",94.3303,82.03%
2025-06-11,"""Ferreira, Johan 2""",85.2684,74.15%
2025-06-11,"""Gillespie, Josh""",82.9963,72.17%
2025-06-11,"""Dias, Vic""",81.1688,70.58%
2025-06-11,"""Dias, Vic""",77.8251,67.67%
2025-06-11,"""Ngcobo, Thabo""",75.6937,65.82%
2025-06-11,"""X, Ghost""",71.7192,62.36%
2025-06-11,"""Chamont, Brad""",69.9616,60.84%
2025-06-11,"""Smith, Sheldon""",69.8713,60.76%
2025-06-11,"""Naidoo, Saven""",67.9611,59.10%
2025-06-11,"""Ferreira, Johan""",67.6848,58.86%
2025-06-11,"""Dias, Vic 3""",67.1507,58.39%
2025-06-11,"""Naidoo, Saven 2""",65.4956,56.95%
2025-06-11,"""Blignaut, Calvin""",64.7067,56.27%
2025-06-11,"""Sukazi, Lindelihle""",59.9990,52.17%
2025-06-11,"""Titizana, Zanemvula""",59.2793,51.55%
2025-06-11,"""Lodge, Athelio""",58.9126,51.23%
2025-06-11,"""Van Zyl, Walla""",57.2308,49.77%
2025-06-11,"""Sukazi, Lindelihle 2""",56.8173,49.41%
2025-06-11,"""Goncalves, Rory""",56.7520,49.35%
2025-06-11,"""Mj, Mj""",55.2213,48.02%
2025-06-11,"""Horton, Mike""",54.1629,47.10%
2025-06-11,"""Mqaise, Rudy""",52.4993,45.65%
2025-06-11,"""Msibi, Jabulani""",52.0844,45.29%
2025-06-11,"""Dodge, Dave""",50.7282,44.11%
2025-06-11,"""Dias-Chamont, Talia""",47.9734,41.72%
2025-06-11,"""Jones, Nicholas""",47.9100,41.66%
2025-06-11,"""Benecke, Sheldon""",46.5640,40.49%
2025-06-11,"""Goliath, Josh""",45.7579,39.79%
2025-06-11,"""Du Plooy, Dewald""",43.3708,37.71%
2025-06-11,"""Titizana, Zanemvula 2""",43.0483,37.43%
2025-06-11,"""Kaplan, Josh""",39.7561,34.57%
2025-06-11,"""Martins, Jorge""",36.1583,31.44%
2025-06-11,"""Van Schoor, Floyd""",34.7899,30.25%
2025-06-11,"""Veysel, Karan""",32.2155,28.01%
2025-06-11,"""Hume, Sarah""",31.4367,27.34%
2025-06-11,"""Berman, Daniel""",31.1620,27.10%
2025-06-11,"""Matee, Katlego""",31.0161,26.97%
2025-06-11,"""Motloung, Sanele""",27.3331,23.77%
2025-06-11,"""Khan, Mahomad""",27.1399,23.60%
2025-06-11,"""Rahman, Ismaaeel""",21.0593,18.31%
2025-06-11,"""Subotzky, Ryan""",15.8681,13.80%
2025-06-11,"""Bvuma, Tshepo""",14.2279,12.37%
2025-06-11,"""Eleshmawi, Faris""",9.4732,8.24%
2025-06-11,"""Plein, Aubrey""",0.0000,0.00%
2025-06-11,"""Maxwell, Kyle""",0.0000,0.00%
2025-06-11,"""(DQ) Levinrad, Dayne""",,
2025-06-11,"""(DQ) Rahman, Aqeel""",,
2025-06-11,"""Name""",Stage Pts,Stage %
2025-06-11,"""X, Ghost""",115.0000,100.00%
2025-06-11,"""De Gouveia, Roberto 2""",112.1580,97.53%
2025-06-11,"""De Gouveia, Roberto 3""",106.6266,92.72%
2025-06-11,"""De Gouveia, Roberto""",95.6761,83.20%
2025-06-11,"""De Gouveia, Roberto 4""",94.5997,82.26%
2025-06-11,"""Naidoo, Saven""",88.2522,76.74%
2025-06-11,"""Dias, Vic 3""",87.3046,75.92%
2025-06-11,"""Plein, Noah""",86.3748,75.11%
2025-06-11,"""Plein, Aubrey""",83.4592,72.57%
2025-06-11,"""Ngcobo, Thabo""",83.4009,72.52%
2025-06-11,"""Moolman, Adrian 2""",80.5808,70.07%
2025-06-11,"""Smith, Sheldon""",76.3225,66.37%
2025-06-11,"""Naidoo, Saven 2""",73.2628,63.71%
2025-06-11,"""Benecke, Sheldon""",71.8906,62.51%
2025-06-11,"""Mj, Mj""",71.3727,62.06%
2025-06-11,"""Sukazi, Lindelihle 2""",70.7951,61.56%
2025-06-11,"""Gillespie, Josh 2""",69.7151,60.62%
2025-06-11,"""Gillespie, Josh""",68.2443,59.34%
2025-06-11,"""Goncalves, Rory""",68.0173,59.15%
2025-06-11,"""Moolman, Adrian""",67.7100,58.88%
2025-06-11,"""Horton, Mike""",66.9516,58.22%
2025-06-11,"""Dias, Vic""",62.6394,54.47%
2025-06-11,"""Msibi, Jabulani""",59.9771,52.15%
2025-06-11,"""Sukazi, Lindelihle""",59.7929,51.99%
2025-06-11,"""Lodge, Athelio""",58.9951,51.30%
2025-06-11,"""Van Zyl, Walla""",56.3246,48.98%
2025-06-11,"""Jones, Nicholas""",55.4981,48.26%
2025-06-11,"""Dias, Vic""",54.0469,47.00%
2025-06-11,"""Dias-Chamont, Talia""",52.6332,45.77%
2025-06-11,"""Goliath, Josh""",52.4616,45.62%
2025-06-11,"""Veysel, Karan""",51.7204,44.97%
2025-06-11,"""Ferreira, Johan""",50.3642,43.79%
2025-06-11,"""Chamont, Brad""",45.6966,39.74%
2025-06-11,"""Blignaut, Calvin""",44.3828,38.59%
2025-06-11,"""Subotzky, Ryan""",44.3610,38.57%
2025-06-11,"""Titizana, Zanemvula 2""",43.0960,37.47%
2025-06-11,"""Ferreira, Johan 2""",40.9797,35.63%
2025-06-11,"""Du Plooy, Dewald""",40.0642,34.84%
2025-06-11,"""Matee, Katlego""",37.5141,32.62%
2025-06-11,"""Berman, Daniel""",33.2081,28.88%
2025-06-11,"""Dodge, Dave""",29.7733,25.89%
2025-06-11,"""Hume, Sarah""",29.5333,25.68%
2025-06-11,"""Maxwell, Kyle""",27.4577,23.88%
2025-06-11,"""Titizana, Zanemvula""",27.2028,23.65%
2025-06-11,"""Motloung, Sanele""",26.4270,22.98%
2025-06-11,"""Eleshmawi, Faris""",23.1633,20.14%
2025-06-11,"""Bvuma, Tshepo""",19.9777,17.37%
2025-06-11,"""Van Schoor, Floyd""",19.7893,17.21%
2025-06-11,"""Kaplan, Josh""",17.9033,15.57%
2025-06-11,"""Martins, Jorge""",14.8037,12.87%
2025-06-11,"""Khan, Mahomad""",10.4445,9.08%
2025-06-11,"""Mqaise, Rudy""",0.0000,0.00%
2025-06-11,"""Rahman, Ismaaeel""",0.0000,0.00%
2025-06-11,"""(DQ) Levinrad, Dayne""",,
2025-06-11,"""(DQ) Rahman, Aqeel""",,
2025-06-11,"""Name""",Stage Pts,Stage %
2025-06-11,"""Plein, Aubrey""",115.0000,100.00%
2025-06-11,"""Name""",Stage Pts,Stage %
2025-06-11,"""Horton, Mike""",115.0000,100.00%
2025-06-11,"""Name""",Stage Pts,Stage %
2025-06-11,"""Plein, Noah""",115.0000,100.00%
2025-06-11,"""Moolman, Adrian 2""",107.2859,93.29%
2025-06-11,"""Benecke, Sheldon""",95.7156,83.23%
2025-06-11,"""Mj, Mj""",95.0261,82.63%
2025-06-11,"""Gillespie, Josh 2""",92.8192,80.71%
2025-06-11,"""Gillespie, Josh""",90.8610,79.01%
2025-06-11,"""Moolman, Adrian""",90.1496,78.39%
2025-06-11,"""Msibi, Jabulani""",79.8540,69.44%
2025-06-11,"""Lodge, Athelio""",78.5465,68.30%
2025-06-11,"""Van Zyl, Walla""",74.9909,65.21%
2025-06-11,"""Jones, Nicholas""",73.8906,64.25%
2025-06-11,"""Goliath, Josh""",69.8477,60.74%
2025-06-11,"""Ferreira, Johan""",67.0553,58.31%
2025-06-11,"""Subotzky, Ryan""",59.0625,51.36%
2025-06-11,"""Ferreira, Johan 2""",54.5606,47.44%
2025-06-11,"""Matee, Katlego""",49.9466,43.43%
2025-06-11,"""Berman, Daniel""",44.2136,38.45%
2025-06-11,"""Dodge, Dave""",39.6403,34.47%
2025-06-11,"""Hume, Sarah""",39.3208,34.19%
2025-06-11,"""Maxwell, Kyle""",36.5574,31.79%
2025-06-11,"""Motloung, Sanele""",35.1851,30.60%
2025-06-11,"""Eleshmawi, Faris""",30.8398,26.82%
2025-06-11,"""Bvuma, Tshepo""",26.5984,23.13%
2025-06-11,"""Van Schoor, Floyd""",26.3477,22.91%
2025-06-11,"""Kaplan, Josh""",23.8366,20.73%
2025-06-11,"""Khan, Mahomad""",13.9059,12.09%
2025-06-11,"""Mqaise, Rudy""",0.0000,0.00%
2025-06-11,"""Rahman, Ismaaeel""",0.0000,0.00%
2025-06-11,"""(DQ) Levinrad, Dayne""",,
2025-06-11,"""(DQ) Rahman, Aqeel""",,
2025-06-11,"""Name""",Stage Pts,Stage %
2025-06-11,"""X, Ghost""",115.0000,100.00%
2025-06-11,"""De Gouveia, Roberto 2""",112.1580,97.53%
2025-06-11,"""De Gouveia, Roberto 3""",106.6266,92.72%
2025-06-11,"""De Gouveia, Roberto""",95.6761,83.20%
2025-06-11,"""De Gouveia, Roberto 4""",94.5997,82.26%
2025-06-11,"""Dias, Vic 3""",87.3046,75.92%
2025-06-11,"""Ngcobo, Thabo""",83.4009,72.52%
2025-06-11,"""Smith, Sheldon""",76.3225,66.37%
2025-06-11,"""Sukazi, Lindelihle 2""",70.7951,61.56%
2025-06-11,"""Goncalves, Rory""",68.0173,59.15%
2025-06-11,"""Dias, Vic""",62.6394,54.47%
2025-06-11,"""Sukazi, Lindelihle""",59.7929,51.99%
2025-06-11,"""Dias, Vic""",54.0469,47.00%
2025-06-11,"""Blignaut, Calvin""",44.3828,38.59%
2025-06-11,"""Titizana, Zanemvula 2""",43.0960,37.47%
2025-06-11,"""Du Plooy, Dewald""",40.0642,34.84%
2025-06-11,"""Titizana, Zanemvula""",27.2028,23.65%
2025-06-11,"""Name""",Stage Pts,Stage %
2025-06-11,"""Naidoo, Saven""",115.0000,100.00%
2025-06-11,"""Naidoo, Saven 2""",95.4676,83.02%
2025-06-11,"""Dias-Chamont, Talia""",68.5855,59.64%
2025-06-11,"""Veysel, Karan""",67.3960,58.61%
2025-06-11,"""Chamont, Brad""",59.5465,51.78%
2025-06-11,"""Martins, Jorge""",19.2905,16.77%
2025-06-04,"""Plein, Noah""",204.3603,100.0000%
2025-06-04,"""Goncalves, Francisco""",203.5448,99.6009%
2025-06-04,"""De Gouveia, Roberto""",196.3811,96.0955%
2025-06-04,"""Da Cruz, David""",186.5438,91.2818%
2025-06-04,"""De Gouveia, Michael""",174.0505,85.1685%
2025-06-04,"""Ngcobo, Thabo""",168.4086,82.4077%
2025-06-04,"""Knox, Nobby""",156.5768,76.6180%
2025-06-04,"""Moolman, Adrian""",148.4587,72.6456%
2025-06-04,"""Seeger, Michael""",140.4485,68.7259%
2025-06-04,"""Chamont, Brad""",138.2755,67.6626%
2025-06-04,"""Gxagxa, Muzi""",135.7355,66.4197%
2025-06-04,"""Plein, Aubrey""",135.2162,66.1656%
2025-06-04,"""Goncalves, Rory""",128.2922,62.7775%
2025-06-04,"""Bishop, Mark""",124.8380,61.0872%
2025-06-04,"""Bishop, Steven""",119.9571,58.6988%
2025-06-04,"""Truter, Bernard""",117.3391,57.4178%
2025-06-04,"""Benecke, Sheldon""",114.8743,56.2117%
2025-06-04,"""Du Plooy, Dewald""",113.8762,55.7232%
2025-06-04,"""Smith, Gert""",108.7304,53.2052%
2025-06-04,"""Titizana, Zanemvula""",104.7723,51.2684%
2025-06-04,"""Knoetze, Luan""",98.1419,48.0240%
2025-06-04,"""Naidoo, Saven""",95.7545,46.8557%
2025-06-04,"""Dias-Chamont, Talia""",88.3416,43.2284%
2025-06-04,"""Titizana, Zanemvula""",84.9016,41.5451%
2025-06-04,"""Saks, Eli""",79.0846,38.6986%
2025-06-04,"""Levinrad, Dayne""",65.1359,31.8731%
2025-06-04,"""Hume, Allison""",64.5884,31.6052%
2025-06-04,"""Msibi, Jabulani""",60.8078,29.7552%
2025-06-04,"""Basson, Melanie""",56.7323,27.7609%
2025-06-04,"""Masike, Tebogo""",48.1611,23.5668%
2025-06-04,"""Gittins, Ashley""",43.2787,21.1776%
2025-06-04,"""Coetzee, Desmond""",38.8840,19.0272%
2025-06-04,"""Dercksen, Deon""",30.2283,14.7917%
2025-06-04,"""Hume, Sarah""",29.8616,14.6122%
2025-06-04,"""Khan, Mahomad""",18.9174,9.2569%
2025-06-04,"""Rahman, Aqeel""",18.6348,9.1186%
2025-06-04,"""Gittins, Bianca""",18.5568,9.0804%
2025-06-04,"""Mphahlele, Ramzie""",0.0000,0.0000%
2025-06-04,"""Moolman, Adrian 2""",212.8275,100.0000%
2025-06-04,"""Plein, Noah""",204.3603,96.0216%
2025-06-04,"""Goncalves, Francisco""",203.5448,95.6384%
2025-06-04,"""De Gouveia, Roberto""",196.3811,92.2724%
2025-06-04,"""Da Cruz, David""",186.5438,87.6502%
2025-06-04,"""De Gouveia, Michael""",174.0505,81.7801%
2025-06-04,"""Ngcobo, Thabo""",168.4086,79.1292%
2025-06-04,"""Gxagxa, Muzi 2""",160.6298,75.4742%
2025-06-04,"""Knox, Nobby""",156.5768,73.5698%
2025-06-04,"""Naidoo, Saven 2""",155.1170,72.8839%
2025-06-04,"""Moolman, Adrian""",148.4587,69.7554%
2025-06-04,"""Seeger, Michael""",140.4485,65.9917%
2025-06-04,"""Chamont, Brad""",138.2755,64.9707%
2025-06-04,"""Gxagxa, Muzi""",135.7355,63.7772%
2025-06-04,"""Plein, Aubrey""",135.2162,63.5332%
2025-06-04,"""Goncalves, Rory""",128.2922,60.2799%
2025-06-04,"""Bishop, Mark""",124.8380,58.6569%
2025-06-04,"""Bishop, Steven""",119.9571,56.3635%
2025-06-04,"""Truter, Bernard""",117.3391,55.1334%
2025-06-04,"""Benecke, Sheldon""",114.8743,53.9753%
2025-06-04,"""Du Plooy, Dewald""",113.8762,53.5063%
2025-06-04,"""Smith, Gert""",108.7304,51.0885%
2025-06-04,"""Titizana, Zanemvula""",104.7723,49.2287%
2025-06-04,"""Knoetze, Luan""",98.1419,46.1134%
2025-06-04,"""Naidoo, Saven""",95.7545,44.9916%
2025-06-04,"""Dias-Chamont, Talia""",88.3416,41.5085%
2025-06-04,"""Titizana, Zanemvula""",84.9016,39.8922%
2025-06-04,"""Saks, Eli""",79.0846,37.1590%
2025-06-04,"""Levinrad, Dayne""",65.1359,30.6050%
2025-06-04,"""Moolman, Adrian (Left Hand)""",64.5884,30.3478%
2025-06-04,"""Msibi, Jabulani""",60.8078,28.5714%
2025-06-04,"""Basson, Melanie""",56.7323,26.6565%
2025-06-04,"""Levinrad, Dayne 2""",54.1444,25.4405%
2025-06-04,"""Masike, Tebogo""",48.1611,22.6292%
2025-06-04,"""Gittins, Ashley""",43.2787,20.3351%
2025-06-04,"""Coetzee, Desmond""",38.8840,18.2702%
2025-06-04,"""Dercksen, Deon""",30.2283,14.2032%
2025-06-04,"""Hume, Sarah""",29.8616,14.0309%
2025-06-04,"""Khan, Mahomad""",18.9174,8.8886%
2025-06-04,"""Rahman, Aqeel""",18.6348,8.7558%
2025-06-04,"""Gittins, Bianca""",18.5568,8.7192%
2025-06-04,"""Mphahlele, Ramzie""",0.0000,0.0000%
2025-05-28,"""De Gouveia, Roberto""",230.0000,100.0000%
2025-05-28,"""Plein, Noah""",225.5229,98.0534%
2025-05-28,"""Goncalves, Francisco""",218.2286,94.8820%
2025-05-28,"""De Gouveia, Roberto (P)""",180.6650,78.5500%
2025-05-28,"""Moolman, Adrian""",173.7252,75.5327%
2025-05-28,"""Ngcobo, Thabo""",173.1522,75.2836%
2025-05-28,"""Plein, Aubrey""",157.4866,68.4724%
2025-05-28,"""Bishop, Mark""",148.0664,64.3767%
2025-05-28,"""Mthembu, Jacob""",143.0151,62.1805%
2025-05-28,"""Smith, Sheldon""",141.5422,61.5401%
2025-05-28,"""Naidoo, Saven""",139.0243,60.4453%
2025-05-28,"""Goncalves, Rory""",135.4517,58.8920%
2025-05-28,"""Morris, Bevan""",129.2608,56.2003%
2025-05-28,"""Chamont, Brad""",124.3933,54.0840%
2025-05-28,"""Bishop, Steven""",122.9712,53.4657%
2025-05-28,"""Bolton, Dayne""",121.6158,52.8764%
2025-05-28,"""Ferreira, Johan""",115.1451,50.0631%
2025-05-28,"""Mj, Mj""",112.8129,49.0491%
2025-05-28,"""Ditsela, Richard""",105.4717,45.8573%
2025-05-28,"""Sukazi, Lindelihle""",102.8565,44.7202%
2025-05-28,"""Bolton, Blake""",100.6055,43.7415%
2025-05-28,"""Dodge, Dave""",98.2443,42.7149%
2025-05-28,"""X, Zuluboy""",97.1099,42.2217%
2025-05-28,"""Gerin, Pino""",97.0305,42.1872%
2025-05-28,"""Msibi, Jabulani""",93.9295,40.8389%
2025-05-28,"""Goncalves, Rory""",90.7532,39.4579%
2025-05-28,"""Benecke, Sheldon""",84.6616,36.8094%
2025-05-28,"""Phaedi, Tiiso""",80.2526,34.8924%
2025-05-28,"""Dias-Chamont, Talia""",74.2581,32.2861%
2025-05-28,"""Miller, Glen""",51.0359,22.1895%
2025-05-28,"""Du Plooy, Dewald""",50.8423,22.1053%
2025-05-28,"""Goncalves, Cayla""",49.4771,21.5118%
2025-05-28,"""Masike, Tebogo""",22.4927,9.7794%
2025-05-28,"""Masondo, Musawenkosi""",15.2514,6.6310%
2025-05-28,"""Coetzee, Desmond""",14.1655,6.1589%
2025-05-28,"""Shongwe, Sipho""",0.0000,0.0000%
2025-05-28,"""Name""",Stage Pts,Stage %
2025-05-28,"""De Gouveia, Roberto 3""",115.0000,100.00%
2025-05-28,"""De Gouveia, Roberto""",113.4446,98.65%
2025-05-28,"""Plein, Noah 2""",110.4093,96.01%
2025-05-28,"""Plein, Noah""",109.3543,95.09%
2025-05-28,"""Goncalves, Francisco""",105.4703,91.71%
2025-05-28,"""Moolman, Adrian 4""",104.6595,91.01%
2025-05-28,"""Moolman, Adrian 3""",98.7040,85.83%
2025-05-28,"""Moolman, Adrian 2""",98.6334,85.77%
2025-05-28,"""Goncalves, Francisco2""",98.4616,85.62%
2025-05-28,"""De Gouveia, Roberto 2""",93.2618,81.10%
2025-05-28,"""De Gouveia, Roberto 4""",88.6772,77.11%
2025-05-28,"""Moolman, Adrian""",88.4976,76.95%
2025-05-28,"""Ngcobo, Thabo""",87.3769,75.98%
2025-05-28,"""De Gouveia, Roberto (P)""",85.6016,74.44%
2025-05-28,"""Ngcobo, Thabo 2""",82.8036,72.00%
2025-05-28,"""Mthembu, Jacob""",72.9745,63.46%
2025-05-28,"""Chamont, Brad 2""",71.6624,62.32%
2025-05-28,"""Plein, Aubrey""",71.1617,61.88%
2025-05-28,"""Sukazi, Lindelihle 2""",69.6132,60.53%
2025-05-28,"""Bishop, Mark""",66.6807,57.98%
2025-05-28,"""Naidoo, Saven""",64.1359,55.77%
2025-05-28,"""Goncalves, Rory""",63.5513,55.26%
2025-05-28,"""Bolton, Dayne""",62.9878,54.77%
2025-05-28,"""Naidoo, Saven 2""",62.9595,54.75%
2025-05-28,"""Benecke, Sheldon""",62.5219,54.37%
2025-05-28,"""Bishop, Steven""",62.0959,54.00%
2025-05-28,"""Chamont, Brad""",61.9187,53.84%
2025-05-28,"""Mj, Mj""",61.6245,53.59%
2025-05-28,"""X, Zuluboy""",60.4876,52.60%
2025-05-28,"""Phaedi, Tiiso 2""",57.2147,49.75%
2025-05-28,"""Smith, Sheldon""",56.6756,49.28%
2025-05-28,"""Bolton, Blake""",56.6727,49.28%
2025-05-28,"""Sukazi, Lindelihle""",55.8798,48.59%
2025-05-28,"""Morris, Bevan""",55.6674,48.41%
2025-05-28,"""Ferreira, Johan""",55.4662,48.23%
2025-05-28,"""Dodge, Dave""",52.9616,46.05%
2025-05-28,"""Goncalves, Rory""",51.8891,45.12%
2025-05-28,"""Ditsela, Richard""",47.5326,41.33%
2025-05-28,"""Phaedi, Tiiso""",46.9324,40.81%
2025-05-28,"""Msibi, Jabulani""",46.2969,40.26%
2025-05-28,"""Dias-Chamont, Talia""",44.8586,39.01%
2025-05-28,"""Dias-Chamont, Talia 2""",44.4178,38.62%
2025-05-28,"""Miller, Glen""",30.6950,26.69%
2025-05-28,"""Gerin, Pino""",27.4851,23.90%
2025-05-28,"""Masike, Tebogo""",22.1885,19.29%
2025-05-28,"""Coetzee, Desmond""",13.9739,12.15%
2025-05-28,"""Du Plooy, Dewald""",12.3059,10.70%
2025-05-28,"""Goncalves, Cayla""",5.4239,4.72%
2025-05-28,"""Masondo, Musawenkosi""",0.0000,0.00%
2025-05-28,"""Shongwe, Sipho""",0.0000,0.00%
2025-05-28,"""Name""",Stage Pts,Stage %
2025-05-28,"""Plein, Aubrey""",115.0000,100.00%
2025-05-28,"""Name""",Stage Pts,Stage %
2025-05-28,"""Phaedi, Tiiso 2""",115.0000,100.00%
2025-05-28,"""Morris, Bevan""",111.8899,97.30%
2025-05-28,"""Phaedi, Tiiso""",94.3329,82.03%
2025-05-28,"""Name""",Stage Pts,Stage %
2025-05-28,"""Goncalves, Rory""",115.0000,100.00%
2025-05-28,"""Name""",Stage Pts,Stage %
2025-05-28,"""Plein, Noah 2""",115.0000,100.00%
2025-05-28,"""Plein, Noah""",113.9012,99.04%
2025-05-28,"""Moolman, Adrian 4""",109.0111,94.79%
2025-05-28,"""Moolman, Adrian 3""",102.8080,89.40%
2025-05-28,"""Moolman, Adrian 2""",102.7344,89.33%
2025-05-28,"""Moolman, Adrian""",92.1773,80.15%
2025-05-28,"""De Gouveia, Roberto (P)""",89.1608,77.53%
2025-05-28,"""Mthembu, Jacob""",76.0087,66.09%
2025-05-28,"""Benecke, Sheldon""",65.1215,56.63%
2025-05-28,"""Bishop, Steven""",64.6778,56.24%
2025-05-28,"""Mj, Mj""",64.1868,55.81%
2025-05-28,"""X, Zuluboy""",63.0026,54.78%
2025-05-28,"""Bolton, Blake""",59.0290,51.33%
2025-05-28,"""Ferreira, Johan""",57.7724,50.24%
2025-05-28,"""Dodge, Dave""",55.1637,47.97%
2025-05-28,"""Ditsela, Richard""",49.5090,43.05%
2025-05-28,"""Msibi, Jabulani""",48.2219,41.93%
2025-05-28,"""Miller, Glen""",31.9713,27.80%
2025-05-28,"""Masike, Tebogo""",23.1110,20.10%
2025-05-28,"""Coetzee, Desmond""",14.5550,12.66%
2025-05-28,"""Goncalves, Cayla""",5.6494,4.91%
2025-05-28,"""Masondo, Musawenkosi""",0.0000,0.00%
2025-05-28,"""Shongwe, Sipho""",0.0000,0.00%
2025-05-28,"""Name""",Stage Pts,Stage %
2025-05-28,"""De Gouveia, Roberto 3""",115.0000,100.00%
2025-05-28,"""De Gouveia, Roberto""",113.4446,98.65%
2025-05-28,"""Goncalves, Francisco""",105.4703,91.71%
2025-05-28,"""Goncalves, Francisco2""",98.4616,85.62%
2025-05-28,"""De Gouveia, Roberto 2""",93.2618,81.10%
2025-05-28,"""De Gouveia, Roberto 4""",88.6772,77.11%
2025-05-28,"""Ngcobo, Thabo""",87.3769,75.98%
2025-05-28,"""Ngcobo, Thabo 2""",82.8036,72.00%
2025-05-28,"""Sukazi, Lindelihle 2""",69.6132,60.53%
2025-05-28,"""Bishop, Mark""",66.6807,57.98%
2025-05-28,"""Goncalves, Rory""",63.5513,55.26%
2025-05-28,"""Bolton, Dayne""",62.9878,54.77%
2025-05-28,"""Smith, Sheldon""",56.6756,49.28%
2025-05-28,"""Sukazi, Lindelihle""",55.8798,48.59%
2025-05-28,"""Gerin, Pino""",27.4851,23.90%
2025-05-28,"""Du Plooy, Dewald""",12.3059,10.70%
2025-05-28,"""Name""",Stage Pts,Stage %
2025-05-28,"""Chamont, Brad 2""",115.0000,100.00%
2025-05-28,"""Naidoo, Saven""",102.9218,89.50%
2025-05-28,"""Naidoo, Saven 2""",101.0340,87.86%
2025-05-28,"""Chamont, Brad""",99.3638,86.40%
2025-05-28,"""Dias-Chamont, Talia""",71.9867,62.60%
2025-05-28,"""Dias-Chamont, Talia 2""",71.2793,61.98%
2025-05-28,"""Name""",Stage Pts,Stage %
2025-05-28,"""Plein, Aubrey""",115.0000,100.00%
2025-05-28,"""Name""",Stage Pts,Stage %
2025-05-28,"""Morris, Bevan""",115.0000,100.00%
2025-05-28,"""Phaedi, Tiiso 2""",91.1388,79.25%
2025-05-28,"""Phaedi, Tiiso""",51.5969,44.87%
2025-05-28,"""Name""",Stage Pts,Stage %
2025-05-28,"""Goncalves, Rory""",115.0000,100.00%
2025-05-28,"""Name""",Stage Pts,Stage %
2025-05-28,"""Plein, Noah""",115.0000,100.00%
2025-05-28,"""Plein, Noah 2""",113.8456,99.00%
2025-05-28,"""Moolman, Adrian 2""",100.8624,87.71%
2025-05-28,"""De Gouveia, Roberto (P)""",94.1606,81.88%
2025-05-28,"""Moolman, Adrian""",84.2565,73.27%
2025-05-28,"""Moolman, Adrian 3""",84.1944,73.21%
2025-05-28,"""Mthembu, Jacob""",69.2391,60.21%
2025-05-28,"""Moolman, Adrian 4""",62.1784,54.07%
2025-05-28,"""Bishop, Steven""",60.1970,52.35%
2025-05-28,"""Ferreira, Johan""",59.0883,51.38%
2025-05-28,"""Ditsela, Richard""",57.4526,49.96%
2025-05-28,"""Mj, Mj""",50.4887,43.90%
2025-05-28,"""Msibi, Jabulani""",47.1334,40.99%
2025-05-28,"""Dodge, Dave""",44.6851,38.86%
2025-05-28,"""Goncalves, Cayla""",44.1056,38.35%
2025-05-28,"""Bolton, Blake""",43.2803,37.64%
2025-05-28,"""X, Zuluboy""",35.8963,31.21%
2025-05-28,"""Benecke, Sheldon""",21.3439,18.56%
2025-05-28,"""Miller, Glen""",19.9776,17.37%
2025-05-28,"""Masondo, Musawenkosi""",15.2954,13.30%
2025-05-28,"""Coetzee, Desmond""",0.0000,0.00%
2025-05-28,"""Masike, Tebogo""",0.0000,0.00%
2025-05-28,"""Shongwe, Sipho""",0.0000,0.00%
2025-05-28,"""Name""",Stage Pts,Stage %
2025-05-28,"""De Gouveia, Roberto 4""",115.0000,100.00%
2025-05-28,"""De Gouveia, Roberto 2""",105.6921,91.91%
2025-05-28,"""De Gouveia, Roberto""",103.7085,90.18%
2025-05-28,"""Goncalves, Francisco""",100.3827,87.29%
2025-05-28,"""Goncalves, Francisco2""",97.3320,84.64%
2025-05-28,"""De Gouveia, Roberto 3""",93.4704,81.28%
2025-05-28,"""Ngcobo, Thabo 2""",78.0697,67.89%
2025-05-28,"""Ngcobo, Thabo""",76.2728,66.32%
2025-05-28,"""Smith, Sheldon""",75.8330,65.94%
2025-05-28,"""Bishop, Mark""",72.5702,63.10%
2025-05-28,"""Sukazi, Lindelihle 2""",62.9714,54.76%
2025-05-28,"""Gerin, Pino""",62.3770,54.24%
2025-05-28,"""Bolton, Dayne""",52.0926,45.30%
2025-05-28,"""Sukazi, Lindelihle""",41.6732,36.24%
2025-05-28,"""Du Plooy, Dewald""",34.6005,30.09%
2025-05-28,"""Goncalves, Rory""",23.7452,20.65%
2025-05-28,"""Name""",Stage Pts,Stage %
2025-05-28,"""Naidoo, Saven""",115.0000,100.00%
2025-05-28,"""Naidoo, Saven 2""",113.7806,98.94%
